feature,class
"[-2.9673892e+02  9.6989403e+01  9.6673927e+00  2.9038563e+01
  1.4422378e+01  1.5188376e+01 -7.1542066e-01  1.3658679e+01
 -9.4025269e+00  6.9716969e+00 -8.1921965e-01  1.5339328e+00
 -3.3514671e+00 -5.7654661e-01  9.6322834e-01  6.3399005e+00
 -6.8265357e+00  2.5224004e+00 -2.1605084e+00  2.6789711e+00
 -5.0732594e+00  1.2362418e+00 -4.8427405e+00 -9.2904401e-01
 -3.3227563e+00  7.8915417e-02 -1.7397065e+00 -1.1119565e+00
 -7.8059846e-01  1.2216827e+00 -1.0270945e+00  1.0957148e+00
 -6.1091387e-01 -2.2779217e+00 -2.3255439e+00 -2.9125869e-01
 -1.1137477e+00 -4.3470688e+00 -1.2870547e+00 -1.4867781e+00]",male
"[-3.3843350e+02  1.0424619e+02  1.3561691e+01  4.7687195e+01
  1.1229111e+01 -8.2359597e-02 -1.7018408e+01 -5.9733863e+00
 -5.4848185e+00 -8.0212278e+00 -3.5113459e+00 -4.2726803e+00
 -1.6953751e+00 -3.5354135e+00 -2.0930054e+00 -4.5534954e+00
 -4.6109171e+00 -9.5014324e+00 -2.5898461e+00 -8.9695948e-01
 -5.7361145e+00 -1.4232354e+00 -2.0434217e+00 -2.7170746e+00
 -1.4665490e+00 -3.5215077e+00 -3.8473759e+00 -1.4684519e+00
 -4.2065873e+00 -1.7235907e+00 -9.0235114e-01 -2.0324378e+00
 -1.4133050e+00 -1.6570557e+00 -1.1267109e+00 -2.4130470e-01
  7.9578668e-02 -3.1263227e+00 -1.6846578e+00 -9.7033548e-01]",male
"[-3.3725226e+02  8.3390335e+01 -1.3282736e+01  4.7463013e+01
 -1.2712240e+01 -7.0775661e+00 -2.5330578e+01 -6.8266335e+00
 -1.0618315e+01 -9.1204119e+00 -4.8058972e+00 -1.0777959e+01
 -1.1181236e+01 -9.1677742e+00 -4.2060628e+00 -8.2175369e+00
  4.7576170e+00 -6.6107430e+00 -4.5748024e+00 -6.0575709e+00
 -8.3374462e+00 -5.5645132e+00 -7.1489739e+00 -3.5819042e+00
 -5.1129847e+00  1.3059025e+00 -1.8742577e+00 -1.1690344e-01
 -3.9753213e+00 -5.8460221e+00 -2.6314209e+00 -6.4080796e+00
 -3.9639199e+00 -1.7079055e+00 -5.7700086e-01 -1.2977397e+00
  6.5307897e-01  5.7244748e-01 -1.5966010e+00 -1.2910482e+00]",male
"[-2.92488220e+02  8.86139526e+01  9.06378555e+00  4.11423302e+01
 -5.75085354e+00  1.13323898e+01 -7.68891096e+00 -4.17810142e-01
  2.89630383e-01 -4.53224182e+00 -1.11782885e+01  3.72811627e+00
 -1.32436495e+01  4.86356258e+00 -1.46985352e+00 -3.61442137e+00
  8.03860664e-01  2.91747618e+00 -2.65748334e+00 -9.62231994e-01
 -1.18434989e+00 -3.54267025e+00 -4.22773933e+00 -1.94524121e+00
 -3.03330970e+00 -1.85908556e+00  3.87591988e-01 -5.56988525e-04
 -2.46908218e-01  3.11650610e+00  8.01029265e-01  1.56971490e+00
  2.50328827e+00  3.15819621e+00  1.00601196e+00  3.12213373e+00
  2.98419929e+00  2.82111335e+00  3.64531589e+00  4.46322250e+00]",female
"[-2.9031473e+02  9.9178627e+01  1.4124845e+01  4.6060375e+01
 -4.4865294e+00  1.1123529e+01 -5.3260312e+00  5.3794351e+00
  1.9085397e+00 -6.1549292e+00 -7.6657906e+00  7.1280795e-01
 -6.6583724e+00  5.8608341e+00 -6.1413698e+00  1.3873125e+00
 -1.6609119e+00  1.6972965e+00 -1.0002754e+00 -1.2338153e+00
 -2.8752894e+00 -2.1607413e+00 -2.6783795e+00 -1.8846711e+00
 -2.7193067e+00 -4.5602044e-01 -2.0070672e+00 -3.8011235e-01
 -2.8266484e-01 -1.4093797e+00 -8.8029063e-01 -2.4994571e+00
 -3.5742211e-01 -9.7686446e-01 -2.2701790e+00 -1.2468604e+00
 -4.1392455e-01  2.5231648e-02  4.1737059e-01 -5.3123587e-01]",female
"[-3.8710660e+02  5.9157310e+01  1.1546499e+01  4.2571651e+01
  1.3625107e+00  5.7717994e-02 -8.0063705e+00  9.2419910e+00
 -2.5529625e+00 -3.6304932e-02 -6.5147181e+00  2.6554267e+00
 -7.3157954e+00  1.4595662e+00 -5.9088531e+00 -1.3181844e+00
 -8.4541578e+00  6.0628241e-01 -3.2025764e+00 -1.0184879e+00
 -3.4948769e+00  1.1530688e+00 -6.4035497e+00  1.1364836e+00
 -3.2025081e-01 -2.1983476e+00 -2.0336854e+00  3.0444619e-01
 -2.7585931e+00 -5.2036917e-01 -5.1587981e-01 -2.1247728e+00
  2.5723839e-01 -1.8788610e+00 -2.5712278e+00 -2.4932709e+00
 -1.1990985e+00 -1.4062878e+00 -2.1573684e+00 -1.1502020e+00]",male
"[-3.57551880e+02  7.80000687e+01  1.96267378e+00  1.24050808e+01
  1.97293568e+00  3.39394236e+00 -1.26298685e+01  2.64782071e-01
 -1.10840673e+01 -2.24178267e+00 -1.80272751e+01 -3.54489040e+00
 -1.33283377e+01 -4.64284241e-01 -6.77558899e+00 -6.79260731e+00
 -6.49712324e+00 -1.27543342e+00 -6.15389824e+00 -1.52923810e+00
 -4.94756413e+00 -5.93754196e+00 -4.32309008e+00  1.17843986e-01
 -3.25951576e+00  2.85624194e+00  4.53223515e+00  5.16794586e+00
  7.18544912e+00  9.38626957e+00  6.37956476e+00  4.68080425e+00
  5.44433308e+00  1.54796422e+00  1.30731261e+00  6.72176659e-01
  3.22773904e-01 -4.76118177e-02  7.47792482e-01 -1.77498794e+00]",female
"[-2.9240234e+02  6.8427170e+01  2.9024289e+00  1.6697416e+01
  3.1598470e+00 -1.7857420e+00 -1.2755351e+01 -9.2379742e+00
 -1.9882097e+01 -8.1620258e-01 -1.8311230e+01  4.5305935e-01
 -1.3262800e+01  2.8467450e+00 -1.1941396e+01 -6.7628713e+00
 -7.1284757e+00 -3.8098893e-01 -1.0873939e+01 -1.3299613e+00
 -7.5231738e+00 -4.1615672e+00 -1.8464402e+00 -1.7206950e+00
 -4.8246603e+00  9.4901040e-02 -3.4979014e+00  1.2837325e+00
  1.5581362e-01  4.0524893e+00  3.6538341e+00  8.1000452e+00
  7.9571123e+00  6.8522840e+00  5.2347155e+00  3.6710832e+00
 -6.7893784e-03  2.5388601e+00 -1.7319337e-01 -2.6045475e-02]",female
"[-3.1946539e+02  8.2339622e+01  4.6222239e+00  2.5483503e+01
  6.1629944e+00  1.8011856e+01 -6.7047539e+00  2.5837955e+00
 -6.9296436e+00 -6.4475083e-01 -1.8426758e+01  2.4554293e+00
 -9.1137066e+00 -9.2165701e-02 -7.2567205e+00  4.2983694e+00
 -5.1370559e+00  3.6022681e-01 -1.0788158e+00 -1.5396583e+00
 -3.2321606e+00  1.5919719e+00 -1.9217767e+00 -5.4349345e-01
 -2.6740727e+00  3.2434881e-01 -7.4950886e-01 -6.3912427e-01
 -2.2201896e+00 -2.2773680e-01 -3.5053923e+00 -1.1698062e+00
 -2.6532929e+00 -2.9732277e+00 -1.6837335e+00 -2.7976005e+00
 -2.6922607e+00 -2.3800707e+00 -2.2274284e+00 -1.6230484e+00]",male
"[-2.8769717e+02  7.3821068e+01 -1.0745560e+00  1.0962677e+01
 -5.4676409e+00 -3.8749018e+00 -1.3205467e+01  2.6680118e-01
 -1.7512512e+01 -9.7586794e+00 -1.8792101e+01 -7.6626700e-01
 -1.5845447e+01  7.2927529e-01 -6.9187675e+00 -2.2909236e+00
 -9.6661043e+00 -4.1539688e+00 -1.0719955e+01 -3.9847164e+00
 -7.0523539e+00 -2.1892083e+00 -5.1934843e+00  8.1512964e-01
 -3.6134868e+00 -7.1467203e-01 -4.2853813e+00 -2.8243750e-01
 -2.4862397e+00 -8.7705262e-02 -1.4176261e+00  1.8433949e+00
  1.9593939e+00  4.7611694e+00  4.3491406e+00  4.5017629e+00
  5.7443590e+00  2.9203250e+00  3.3072486e+00  2.4792826e+00]",female
"[-2.9320413e+02  8.6507393e+01  4.3124625e-01  3.8719551e+01
  1.3187104e+01  1.6765911e+01 -1.0680757e+01 -1.7450354e+00
 -8.6396055e+00  7.3969021e+00 -1.1478856e+01  7.6206083e+00
 -3.6035288e-02  4.3377032e+00 -1.0495735e+00  8.9549313e+00
 -3.5074048e+00  6.3868222e+00 -1.3210690e+00  5.8265982e+00
 -1.9197928e+00 -5.2395856e-01 -5.6602681e-01 -1.4255275e+00
  2.7064031e-01  1.7919602e-01  1.0876064e+00 -3.3808924e-02
  8.6706188e-03  1.4071789e+00  9.8709780e-01  2.0755608e+00
  1.6587287e+00  2.1390281e+00 -6.5457731e-01 -1.0516640e+00
  1.1840075e+00 -3.0362947e+00 -5.7917273e-01 -5.2619153e-01]",male
"[-2.9113126e+02  7.4187248e+01  1.1542773e+01  1.5533266e+01
  2.0984979e+00  2.5695045e+00 -1.7229931e+01  3.1114333e+00
 -1.5441617e+01 -1.4993293e+00 -1.5876245e+01 -9.6224719e-01
 -8.3750820e+00  4.8164377e-01 -7.4964676e+00 -5.2488408e+00
 -7.6927729e+00 -3.0708916e+00 -9.8551273e+00 -4.6061749e+00
 -5.1994123e+00 -5.0053339e+00 -5.0866780e+00 -3.4198787e+00
 -6.2631164e+00  2.0428479e-02 -2.2756660e+00 -2.8462923e+00
 -1.6467458e-01  1.6199726e-01 -7.3260850e-01  3.3349736e+00
  8.9667869e-01  1.7639854e+00  3.2119811e+00  4.6429591e+00
  3.2436361e+00  4.3361330e+00  2.2000065e+00  2.5788310e+00]",female
"[-3.0386478e+02  6.7088066e+01 -1.7538099e-01  1.9733707e+01
 -4.2230191e+00  1.2326557e-01 -9.4861298e+00 -6.4536982e+00
 -1.9449940e+01  4.1116297e-01 -1.8989000e+01  1.5234767e-01
 -1.2783820e+01  7.3476753e+00 -7.2928815e+00 -3.3058288e+00
 -7.7536974e+00 -1.4757274e+00 -9.0391731e+00 -6.8928823e+00
 -4.5978255e+00 -6.0952053e+00 -9.0313234e+00  4.7965981e-02
 -8.0582905e+00 -2.1572728e+00 -2.8066881e+00 -1.1909199e+00
 -3.4748542e+00  6.3001531e-01 -3.4663424e+00  2.3329161e-01
  2.9326138e-01  3.2563367e+00  2.5529106e+00  6.5351620e+00
  6.1626167e+00  6.1668482e+00  6.4176202e+00  4.4383831e+00]",female
"[-3.9305261e+02  6.9704811e+01  1.3483285e+01  2.1009956e+01
  5.8290734e+00  4.0350475e+00 -2.5859444e+00  2.0463690e-01
 -5.7992692e+00 -8.0189681e-01 -1.8683594e+01  1.0070295e+01
 -1.8819828e+01  8.6519089e+00 -6.2238493e+00 -2.7605844e+00
 -5.5764995e+00  1.2213705e+00 -9.7162180e+00 -2.3715818e+00
 -4.7834663e+00 -1.8948747e+00 -5.1425767e+00 -4.5875442e-01
 -3.1877673e+00  3.2715815e-01 -3.2177475e-01  2.5948792e+00
 -1.2913544e-01  4.9523120e+00  1.2336206e+00  6.2626286e+00
  5.2786713e+00  5.6235137e+00  6.2136135e+00  4.7776523e+00
  6.1231294e+00  3.2225392e+00  2.8540163e+00  1.9156123e+00]",female
"[-3.37427643e+02  8.25228271e+01  1.19614935e+01  2.63164291e+01
  1.09053621e+01  7.55085564e+00 -1.05726871e+01  7.61749983e+00
 -1.09459610e+01  6.76031780e+00 -1.06439238e+01 -1.19685805e+00
 -7.35049915e+00  9.77636516e-01 -6.16371870e+00  3.43436742e+00
 -5.81755495e+00  5.60049057e-01 -1.94516301e+00 -2.26908231e+00
 -2.44243503e+00 -9.93707657e-01 -4.40444517e+00 -2.45609832e+00
 -2.54642630e+00 -1.26339233e+00 -4.19908667e+00  8.97737026e-01
 -3.42275429e+00 -1.54884076e+00 -1.71856248e+00 -1.86994508e-01
 -1.94796169e+00 -1.53124809e+00 -2.23097515e+00 -8.69700834e-02
 -2.02315021e+00  9.97571424e-02 -3.34656537e-01 -5.82614601e-01]",male
"[-3.0477380e+02  6.5336067e+01 -1.6675456e+00  1.3461718e+01
 -8.5887985e+00 -3.0667279e+00 -1.2766302e+01 -5.2248263e+00
 -1.6443741e+01 -2.4975591e+00 -1.3388071e+01  5.8391130e-01
 -9.3405094e+00 -7.8395881e-02 -1.1396071e+01  1.7830507e+00
 -1.4545608e+01 -8.5791066e-02 -8.4880457e+00  2.0531626e+00
 -7.8848906e+00 -3.2012732e+00 -2.1804652e+00 -2.7853744e+00
 -4.0628549e-01  2.2477019e+00 -6.5341562e-01  4.5668392e+00
  2.7595153e+00  4.0086555e+00  1.9569148e+00  2.6599114e+00
  3.9091270e+00  3.7337990e+00  1.6386975e+00  3.7666969e+00
  1.1967860e+00  2.3403773e+00  2.0406187e+00  1.7671083e+00]",female
"[-3.0464154e+02  8.4121277e+01  1.4216256e+00  2.2510569e+01
 -1.0145886e+01  6.8140584e-01 -1.4402332e+01 -1.1313870e+00
 -1.1364542e+01 -4.9402852e+00 -1.6775642e+01  1.2063431e+00
 -1.3275647e+01  5.6743894e+00 -8.1450310e+00  4.8016265e-02
 -3.1179228e+00 -5.9305067e+00 -5.5603180e+00 -1.7393808e+00
 -7.2697639e+00 -3.5816329e+00 -3.1077318e+00 -8.5193467e-01
 -3.1587787e+00  5.3676981e-01 -7.8378730e-02  1.5731207e+00
  9.7400099e-01  2.0808144e+00  5.4387349e-01  2.4972343e+00
  2.0343137e+00  2.1127679e+00  1.1327763e+00  1.3382230e+00
  5.1782811e-01  5.7317179e-01  1.8735121e+00  6.3098216e-01]",female
"[-303.3236       88.7899        6.5613155    30.586527     10.25086
   -1.4902588    -8.2808485     4.937294     -7.8882766    -0.51422834
   -6.682884      1.9500583    -8.467233      4.2021117    -6.197412
   -5.708477     -5.3653655    -0.7235645    -7.3614993    -2.2392857
   -3.275843     -1.0088267     1.1213223     6.9790287     4.2953987
    9.08262       7.2624116     5.552291      5.1054716     0.87460274
   -0.5075685    -0.3575442    -1.0615975     0.38473207   -3.068803
   -0.32514113   -2.6814203    -1.9764055    -1.9694133    -2.8175128 ]",female
"[-3.2726523e+02  6.4405678e+01  1.3237129e+01  2.4771961e+01
  1.2141904e+00  1.9678972e+00 -9.4887123e+00  5.5923797e-02
 -1.2342778e+01 -5.6963782e+00 -1.2952162e+01  4.9506192e+00
 -1.2129506e+01  1.0428327e+01 -9.8915586e+00  3.5751626e+00
 -4.2395344e+00  1.6406482e+00 -7.4249740e+00  7.2055176e-02
 -7.5448437e+00 -9.7371775e-01 -6.5591383e+00  4.4306847e-01
 -3.2591138e+00  6.5383446e-01 -8.9323020e-01  2.9464760e+00
  1.6187054e+00  3.6021605e+00  2.0422246e+00  4.7459221e+00
  3.8342695e+00  5.4730487e+00  3.3966489e+00  4.5133562e+00
  1.5559021e+00  1.4125119e+00  7.1596837e-01  1.1979723e+00]",female
"[-3.0636243e+02  9.8857162e+01  1.2371730e+01  3.3170963e+01
  8.2756081e+00  1.3329458e+01 -1.2402279e+01  1.6182882e+01
 -9.9800825e+00  5.8707390e+00 -7.9226394e+00  3.4102359e+00
 -4.6687002e+00  7.1492009e+00 -4.7957845e+00  6.7963667e+00
 -1.4497317e+00  6.8437761e-01  6.7541641e-01 -4.3431076e-01
 -2.2230418e+00  1.5406127e+00  5.0299071e-02 -1.9172240e+00
  1.3223365e-01 -7.7664062e-02 -9.8276454e-01  3.6732385e-01
 -3.0502629e-01 -9.1629964e-01  8.6233914e-03  7.4141520e-01
 -6.8041670e-01  6.3259494e-01 -4.6855465e-02 -7.4747694e-01
 -6.8338633e-01 -1.8609543e+00 -1.3758408e+00 -1.1278846e+00]",male
"[-3.0068826e+02  9.7528534e+01  1.3075226e+01  3.1350977e+01
  6.6296701e+00  1.4212226e+01  4.8572969e+00  4.7390909e+00
  7.3294749e+00  8.2068987e+00 -3.6926672e+00  6.1191955e+00
 -7.3928201e-01  5.1946845e+00  2.5731647e+00  1.1098111e+01
 -7.9390508e-01  9.4435148e+00  3.2082205e+00  3.2055080e+00
 -2.0135884e+00  3.3106942e+00 -3.4549441e+00  9.4771260e-01
  7.7851886e-01  1.5219405e+00  2.9636890e-01  3.3620930e+00
  3.3067656e+00  5.0520124e+00  8.2146280e-02  2.7312217e+00
  7.7077287e-01  3.5643911e-01  1.4720860e+00  9.7666037e-01
 -3.0405954e-01  2.0866597e+00 -8.6024290e-01  6.1244142e-01]",male
"[-2.7356519e+02  7.9565414e+01  1.9133566e+01  5.0458847e+01
  3.5615973e+00  1.0723261e+01 -8.1137323e+00 -1.5524510e+00
 -1.7213112e+01  7.2724509e+00 -1.1888992e+01 -1.7542837e+00
 -1.2390541e+01  3.6980071e+00 -9.2840080e+00  3.1164172e+00
 -8.5217781e+00 -5.4471307e+00 -5.6625247e+00 -3.8732550e+00
 -4.9658332e+00 -2.3518157e+00 -6.7669535e+00 -3.9588456e+00
 -9.5262426e-01 -7.2860112e+00 -7.1639495e+00  7.9150170e-02
 -2.8324881e+00 -5.1192756e+00  8.8882262e-01  1.3811493e+00
  2.2516468e+00 -2.1405120e+00 -5.0097895e-01 -3.9972079e+00
 -3.1649015e+00 -3.3526759e+00 -4.5478411e+00 -5.8736277e+00]",male
"[-3.32087311e+02  4.94423141e+01 -8.40220547e+00  2.73502827e+01
 -2.21195374e+01 -2.52819996e+01 -1.46311550e+01 -9.42391682e+00
 -1.46826982e+01 -6.91881752e+00 -1.13264065e+01 -5.32606983e+00
 -1.20970907e+01 -7.42647886e+00 -1.52602291e+01 -1.55898738e+00
 -8.60865307e+00 -6.36156750e+00 -8.43950653e+00 -4.11971617e+00
 -1.07867980e+00 -1.64740860e-01  3.23009443e+00  6.25655031e+00
  7.35488701e+00  9.45069695e+00  9.13935840e-01  3.53782773e+00
 -5.96333444e-01  4.57971245e-01 -1.67375731e+00  6.67067230e-01
 -2.01938701e+00 -2.38739967e+00  1.94617763e-01 -2.67573667e+00
 -1.32827950e+00 -2.47032738e+00 -1.96521318e+00 -7.05187619e-01]",female
"[-298.67035      83.406845     13.439622     35.885136      8.6622505
    2.7630656   -10.606063     12.307301     -9.881982     10.476151
   -5.653209      6.1576624    -6.7968235    12.477793     -1.234571
    0.8364273    -2.5968351     6.7962976    -0.63785696    1.0568256
   -3.7432466    -5.3299727    -1.8046625     0.60130125    2.1403155
    2.3921905     5.5768027     4.8414555     3.6781049     6.25486
    2.6608284     5.2337713     5.204222      6.87952       4.1191893
    3.7037942     4.1169596     4.3705897     0.38842508    1.018896  ]",female
"[-3.5996924e+02  3.2023170e+01 -7.1520896e+00  4.1777000e+01
 -7.5370598e+00  2.2946354e+01 -2.9482260e+00  1.4567602e+01
 -6.5462580e+00  1.4767578e+01 -9.6429768e+00  1.2180406e+01
 -7.4924188e+00  1.2470588e+01 -6.2182689e+00  7.4802465e+00
 -3.1386440e+00  4.9415631e+00 -2.5525057e+00  1.9326824e+00
 -1.2840528e+00  9.0335853e-02 -2.0438716e+00  1.7144591e+00
 -2.6864421e+00  6.2504196e-01 -1.1982667e+00  1.0049344e+00
 -3.2901709e+00  1.6133512e+00 -1.5477977e+00  8.4147662e-01
 -1.3435732e+00  9.8538852e-01 -1.6101522e+00 -6.0624200e-01
 -1.0077261e+00 -4.2046207e-01 -1.3010395e+00 -6.5935713e-01]",male
"[-3.0063202e+02  5.7578876e+01  3.2848186e+00 -1.3499393e+00
 -1.6671278e+01 -5.5759525e+00 -1.8697590e+01 -4.0311594e+00
 -2.5587496e+01 -1.3509141e+00 -2.3955023e+01  2.2349690e-01
 -2.4645220e+01 -2.5187020e+00 -1.4734135e+01 -5.6818161e+00
 -1.5472358e+01 -9.8795176e+00 -1.3263480e+01 -5.1735973e-01
 -6.6629977e+00 -5.5808744e+00 -4.7178121e+00 -1.6881956e+00
 -7.3445454e+00 -1.1190804e+00 -3.4710617e+00  5.5732279e+00
  2.5708344e+00  7.4694829e+00  9.4222908e+00  9.1209841e+00
  7.0300536e+00  4.4871202e+00  2.2030015e+00  2.8558223e+00
  2.7974403e+00  5.0866194e+00 -1.3765754e+00  3.8399863e-01]",female
"[-3.3092737e+02  6.3912514e+01  3.4712925e+00  2.6577974e+01
 -5.9513412e+00 -2.4357904e+01 -1.6302589e+01 -8.0159264e+00
 -1.7653362e+01 -4.6043577e+00 -1.3215515e+01 -3.9657528e+00
 -1.6068876e+01 -4.2450032e+00 -7.3568807e+00 -1.0951597e+01
 -2.2456048e+00 -2.6003368e+00 -1.3540557e+01  5.1602310e-01
 -1.0320754e+01 -1.9143831e+00 -7.2921537e-02 -2.4494376e+00
  6.9396764e-01  2.4755712e+00 -5.2785498e-01  3.3234494e+00
 -5.4607689e-01  5.6772394e+00  4.1286719e-01  3.7424371e+00
  1.6152900e+00  3.4871404e+00  5.2634537e-01  1.6664178e+00
 -2.1763051e-01  2.6521417e-01  5.2508694e-01 -1.3640277e+00]",female
"[-330.9173       86.766846      7.3540225    33.225025     -9.665279
    3.926997    -16.127827     -8.40507     -12.622448      2.29059
   -5.3885856     0.8986638    -3.283262      7.6018925    -1.324852
   -1.084282     -1.5449003    -1.9758115    -7.858088     -1.0545847
   -4.156176     -5.2131524    -1.8081449    -1.2044419     1.0511025
    1.515737      1.4558886     2.644261      4.743169      7.6154866
    4.037313      4.7015295     5.4139323     3.5729852     3.9494286
    1.6663387     0.41232586    2.0114374     0.56569374   -1.324909  ]",female
"[-3.0744653e+02  8.7305511e+01  1.0324840e+01  3.3987366e+01
 -2.6963158e+00  4.7277827e+00 -2.8191345e+00  5.8668098e+00
 -4.2068200e+00 -5.5321139e-01 -7.1834011e+00  1.0949377e+00
 -8.2055140e+00  6.3868518e+00 -9.2683821e+00  2.0945685e+00
 -3.7469883e+00 -2.4514406e+00 -8.1896973e-01  1.5777905e+00
 -1.8792100e+00 -1.0929309e+00  1.2148263e+00  3.1851587e+00
  5.6740193e+00  8.2629442e+00  6.7157040e+00  7.5055556e+00
  9.5384655e+00  7.3622856e+00  7.0690889e+00  4.5905991e+00
  2.7852349e+00  1.5342600e+00  3.5935435e-01  9.0109134e-01
  1.8685348e-01 -1.3654949e-02  2.1674374e-02 -7.6445955e-01]",female
"[-2.9932669e+02  7.8963516e+01 -1.2018998e+01  1.8684406e+01
 -1.2107457e+01 -6.0946050e+00 -2.3814287e+01 -1.0945406e+01
 -1.5189226e+01 -8.1341658e+00 -5.5059338e+00 -6.4078455e+00
 -6.1070056e+00  7.2144475e+00  1.6308506e-01  1.9809700e+00
 -4.9645166e+00 -2.6478546e+00 -1.1031796e+01 -5.9407973e+00
 -5.1627030e+00 -3.7782691e+00 -3.8278356e-01  2.7173510e-01
 -3.5619068e-01  3.1707730e+00  1.2515266e+00  8.6150533e-01
  2.1814263e-01  1.5403451e+00  2.5877316e+00 -2.2541717e-02
  1.1861550e+00  3.6171949e+00  2.7679262e+00  1.4512029e+00
  1.0851877e+00  2.8215294e+00  1.8608767e+00  1.0960346e+00]",female
"[-3.0172089e+02  9.5596748e+01 -1.3208011e+01  6.1967972e+01
 -7.2588630e+00  1.2410917e+01 -1.2795593e+01 -1.4081316e+00
  1.8586831e-01 -1.2472249e+00  5.5446281e+00 -7.8269520e+00
  6.6752386e+00 -7.5646704e-01  6.1746364e+00 -3.0538485e+00
  2.5868082e+00  8.2107723e-01 -4.0942459e+00  6.5966840e+00
 -3.2202202e-01  7.6554656e+00  2.1107891e+00  5.7214637e+00
  4.0924029e+00  2.4381480e+00  5.5984430e+00 -6.2585449e-01
  5.1405921e+00  3.3830385e+00  4.4433036e+00  1.8152133e+00
  1.9059222e+00  3.3383751e-01 -1.8276112e+00  1.8210973e+00
  6.3336867e-01  2.3867490e+00 -1.1468748e+00 -9.0680718e-01]",female
"[-2.90721741e+02  7.86411514e+01  3.21018720e+00  2.80506535e+01
  1.97715974e+00  5.71247816e+00 -9.37013149e+00  8.68032265e+00
 -8.98854446e+00  4.67584038e+00 -7.43026018e+00  4.36185074e+00
 -4.18278122e+00  2.98709083e+00  2.59416461e+00 -6.35398209e-01
  3.00519848e+00  3.20323253e+00  5.82585335e-01  6.58380210e-01
 -1.22903876e-01  9.00544167e-01 -2.74125099e+00  2.85636687e+00
 -1.19601691e+00  1.24425149e+00  3.08499861e+00  3.28867435e+00
  6.75413513e+00  7.16656017e+00  6.81458139e+00  7.39347506e+00
  7.82426596e+00  7.14384222e+00  7.56415701e+00  4.71094608e+00
  4.98266172e+00  3.64593363e+00  3.52659130e+00  3.22946501e+00]",female
"[-3.4491183e+02  3.9015533e+01 -5.8265872e+00  1.5873372e+01
 -7.4385262e+00 -9.1791115e+00 -2.4206089e+01 -5.5963249e+00
 -2.1496220e+01 -2.3395660e+00 -1.4031236e+01  8.2333469e-01
 -1.2691874e+01  6.6633296e-01 -9.6460676e+00 -3.2752459e+00
 -8.7934647e+00  4.1089811e+00 -1.2437425e+01 -1.5722417e+00
 -7.3414569e+00  2.2758348e+00 -2.7885804e+00  2.9668186e+00
 -9.3740195e-01 -3.2702139e-01 -1.2383072e+00  2.8277550e+00
 -4.0671635e+00 -2.7736096e+00 -2.9239936e+00  1.1962751e-01
  4.7410849e-01  2.5599745e-01 -2.9784863e+00 -1.0770452e+00
 -1.3884209e+00 -3.2452338e+00 -1.4557096e+00  4.1689834e-01]",male
"[-3.42684601e+02  1.00877106e+02  7.46428892e-02  3.25663986e+01
  4.08086586e+00  6.16352081e+00 -4.62494135e+00  6.54749155e+00
 -5.91959047e+00  6.37921333e+00 -6.59458637e+00  3.48310828e+00
  4.63331193e-01  1.57220423e+00  2.13081193e+00  2.34931707e+00
 -1.21724021e+00  7.10397601e-01 -8.39119673e-01  1.74437749e+00
 -4.46522379e+00  2.29042816e+00 -2.06050086e+00 -1.70539963e+00
  2.85281730e+00 -2.84135699e+00  1.47124696e+00 -2.60521948e-01
  1.43844736e+00  4.58262898e-02  2.76927292e-01  1.48324990e+00
 -2.58603662e-01  1.67423618e+00  5.60558379e-01  1.86906004e+00
  1.17622483e+00  4.86394882e-01  3.32280684e+00  2.40691707e-01]",male
"[-3.4100928e+02  1.0826709e+02  1.4070339e+01  4.1940147e+01
  9.5966768e+00  6.1483402e+00 -2.8884092e+01 -9.2572689e+00
  1.9871383e+00 -2.0955021e+00  8.7440425e-01  2.7840881e+00
 -5.9009538e+00 -7.3961143e+00  4.5407195e+00 -4.5111256e+00
 -7.6936259e+00 -1.1662321e+01  6.2134475e-01 -7.3499477e-01
 -3.0269198e+00 -8.1223762e-01 -2.0393951e+00  6.2907009e+00
  7.3253721e-01 -3.3716025e+00 -3.4577324e+00 -1.0318223e+00
 -2.2380250e+00 -4.4119278e-01  3.5105196e-01  1.3520085e+00
  1.4324816e+00 -3.3603432e+00  2.4536307e-01  1.6096803e+00
 -5.4630005e-01 -2.8359952e+00 -1.7396774e+00 -2.1936724e+00]",male
"[-3.7487994e+02  9.9009277e+01  1.9858751e+01  3.8212711e+01
 -4.3001866e+00 -3.3842454e+00 -2.6559111e+01 -1.1437876e+01
 -1.4667893e+01 -9.1600218e+00 -5.2563772e+00 -1.3233030e+01
 -1.0730923e+01 -8.1129408e+00 -1.3656530e+01 -4.8829336e+00
 -1.0623888e+01 -1.0735749e+01 -5.4358250e-01 -2.0531871e+00
 -4.5306525e+00 -3.6559546e+00 -3.7905002e+00 -2.9767852e+00
 -3.6575356e+00 -2.2364547e+00 -8.4152550e-01 -3.6085892e+00
 -5.0724139e+00 -3.8904400e+00 -6.2789617e+00 -2.2214196e+00
 -1.0593022e-01 -5.0370865e+00 -2.1278965e+00 -7.3446119e-01
 -1.7071309e+00 -1.3792213e+00  7.4906570e-01 -7.7187324e-01]",male
